Year,District,LandCoverClass,PixelCount,Percentage,LandCoverLabel,Precipitation (mm),GPP,PopDensity,cluster_label
2017,Boumdeid,10,272,21.58730158730159,Grasslands,72.63767,1034.3529411764705,8.777351,0
2018,Boumdeid,10,177,14.047619047619047,Grasslands,104.98385,1117.764705882353,8.600729,0
2019,Boumdeid,10,95,7.5396825396825395,Grasslands,67.432205,963.5882352941176,8.424107,0
2020,Boumdeid,10,131,10.396825396825395,Grasslands,112.5881,1544.9411764705883,8.247484,0
2021,Boumdeid,10,141,11.190476190476192,Grasslands,85.105576,1177.3529411764705,8.247484,0
2022,Boumdeid,10,195,15.476190476190476,Grasslands,109.27838,1774.2941176470588,8.247484,0
2023,Boumdeid,10,200,15.873015873015872,Grasslands,107.28325,1202.4117647058824,8.247484,0
2010,Daghveg,10,1043,36.25304136253041,Grasslands,450.47302,1094.0771558245085,15.053497,0
2011,Daghveg,10,882,13.144560357675113,Grasslands,219.24843,641.9092284417549,15.501566,0
2012,Daghveg,10,835,12.444113263785397,Grasslands,380.32608,1093.1376701966717,15.949635,0
2013,Daghveg,10,783,11.669150521609538,Grasslands,274.57126,776.2965204236006,16.397703,0
2014,Daghveg,10,657,9.791356184798808,Grasslands,261.09634,654.4629349470499,16.845772,0
2015,Daghveg,10,684,10.193740685543965,Grasslands,225.35396,729.642965204236,17.29384,0
2016,Daghveg,10,695,10.357675111773473,Grasslands,278.47815,903.3252647503782,17.810602,0
2017,Daghveg,10,637,9.493293591654249,Grasslands,224.81123,426.9788199697428,18.327364,0
2018,Daghveg,10,633,9.433681073025337,Grasslands,232.84303,640.3071104387292,18.844126,0
2019,Daghveg,10,602,8.971684053651268,Grasslands,172.14256,532.9273827534039,19.360888,0
2020,Daghveg,10,602,8.971684053651268,Grasslands,360.11417,829.0045385779123,19.87765,0
2021,Daghveg,10,570,8.49478390461997,Grasslands,268.88474,439.8093797276853,19.87765,0
2022,Daghveg,10,576,8.584202682563339,Grasslands,255.51707,954.1134644478065,19.87765,0
2023,Daghveg,10,563,8.390461997019374,Grasslands,251.65211,651.5325264750378,19.87765,0
2010,El Ghabra,10,1736,66.48793565683646,Grasslands,433.27615,1156.2360876897133,25.989079,0
2011,El Ghabra,10,1683,35.56635672020288,Grasslands,196.34253,639.0016863406408,26.411394,0
2012,El Ghabra,10,1715,36.24260355029586,Grasslands,353.91678,1211.8650927487352,26.833712,0
2013,El Ghabra,10,1690,35.714285714285715,Grasslands,249.60599,851.1382799325464,27.256027,0
2014,El Ghabra,10,1539,32.52324598478445,Grasslands,232.09824,662.0193929173693,27.678345,0
2015,El Ghabra,10,1565,33.072696534235,Grasslands,190.73434,682.3887015177065,28.10066,0
2016,El Ghabra,10,1554,32.84023668639053,Grasslands,238.20044,838.29173693086,28.543097,0
2017,El Ghabra,10,1358,28.698224852071007,Grasslands,194.50166,383.0691399662732,28.985533,0
2018,El Ghabra,10,1320,27.89518174133559,Grasslands,203.90367,613.5472175379426,29.42797,0
2019,El Ghabra,10,1163,24.577345731191887,Grasslands,155.35046,490.2816188870152,29.870407,0
2020,El Ghabra,10,1214,25.655114116652577,Grasslands,308.17664,933.379426644182,30.312843,0
2021,El Ghabra,10,1200,25.35925612848689,Grasslands,251.25359,416.8305227655986,30.312843,0
2022,El Ghabra,10,1268,26.79628064243449,Grasslands,233.80595,1061.6703204047217,30.312843,0
2023,El Ghabra,10,1376,29.078613693998317,Grasslands,223.07384,712.5455311973019,30.312843,0
2010,El Ghaira,10,224,36.30470016207455,Grasslands,297.4009,845.7301587301587,44.840595,4
2011,El Ghaira,10,153,7.669172932330827,Grasslands,121.26666,580.1746031746031,45.466618,4
2012,El Ghaira,10,146,7.318295739348371,Grasslands,259.9181,970.3492063492064,46.09264,4
2013,El Ghaira,10,165,8.270676691729323,Grasslands,172.98729,782.5555555555555,46.718662,4
2014,El Ghaira,10,161,8.070175438596491,Grasslands,135.38358,702.6349206349206,47.344685,4
2015,El Ghaira,10,196,9.824561403508772,Grasslands,144.59439,787.6825396825396,47.970707,4
2016,El Ghaira,10,272,13.634085213032582,Grasslands,191.44931,885.5396825396825,48.663628,4
2017,El Ghaira,10,249,12.481203007518795,Grasslands,132.22049,493.95238095238096,49.35655,4
2018,El Ghaira,10,253,12.68170426065163,Grasslands,174.4935,711.031746031746,50.049473,4
2019,El Ghaira,10,207,10.37593984962406,Grasslands,105.8206,655.1111111111111,50.742393,4
2020,El Ghaira,10,201,10.075187969924812,Grasslands,195.793,797.2222222222222,51.435314,4
2021,El Ghaira,10,167,8.37092731829574,Grasslands,137.95694,490.36507936507934,51.435314,4
2022,El Ghaira,10,212,10.6265664160401,Grasslands,180.28568,1003.4285714285714,51.435314,4
2023,El Ghaira,10,228,11.428571428571429,Grasslands,160.10275,622.4603174603175,51.435314,4
2010,El Melgue,10,10085,99.1154791154791,Grasslands,335.7419,1056.920197740113,4.633765,0
2011,El Melgue,10,10075,61.171827565270185,Grasslands,196.72589,554.9433010492332,4.6389422,0
2012,El Melgue,10,10096,61.29933211900425,Grasslands,337.7329,1279.9958635996773,4.6441193,0
2013,El Melgue,10,10097,61.30540376442016,Grasslands,242.36246,805.5960451977401,4.649296,0
2014,El Melgue,10,10123,61.463266545233765,Grasslands,212.33803,702.6536521388216,4.654473,0
2015,El Melgue,10,10141,61.57255616272009,Grasslands,244.74348,820.317594834544,4.65965,0
2016,El Melgue,10,10142,61.578627808136,Grasslands,308.17938,1329.9492534301855,4.6691527,0
2017,El Melgue,10,10155,61.65755919854281,Grasslands,227.43294,481.3004439063761,4.6786556,0
2018,El Melgue,10,10156,61.66363084395872,Grasslands,242.15494,626.645782889427,4.688158,0
2019,El Melgue,10,10163,61.70613236187007,Grasslands,175.03896,735.4848668280872,4.697661,0
2020,El Melgue,10,10168,61.73649058894961,Grasslands,363.01025,1106.3307102502015,4.707164,0
2021,El Melgue,10,10164,61.712204007285976,Grasslands,208.95285,511.8139628732849,4.707164,0
2022,El Melgue,10,10169,61.74256223436552,Grasslands,322.99045,1546.7856133979014,4.707164,0
2023,El Melgue,10,10170,61.74863387978142,Grasslands,241.02608,744.7990314769976,4.707164,0
2010,Gueller,10,1790,34.14727203357497,Grasslands,402.41638,1053.78381147541,4.968314,0
2011,Gueller,10,1566,10.653061224489797,Grasslands,181.57082,635.5266393442623,4.9918056,0
2012,Gueller,10,1544,10.503401360544215,Grasslands,344.69272,1164.8524590163934,5.015297,0
2013,Gueller,10,1563,10.63265306122449,Grasslands,241.65698,833.2161885245902,5.038789,0
2014,Gueller,10,1424,9.687074829931973,Grasslands,202.15607,705.4293032786885,5.06228,0
2015,Gueller,10,1512,10.285714285714285,Grasslands,197.46304,772.0235655737705,5.0857716,0
2016,Gueller,10,1629,11.081632653061224,Grasslands,255.2096,1040.263319672131,5.108283,0
2017,Gueller,10,1534,10.435374149659864,Grasslands,195.33957,479.1670081967213,5.130795,0
2018,Gueller,10,1535,10.442176870748298,Grasslands,226.30196,746.4252049180328,5.1533065,0
2019,Gueller,10,1449,9.857142857142858,Grasslands,149.19348,624.6741803278688,5.1758184,0
2020,Gueller,10,1483,10.08843537414966,Grasslands,298.91766,1130.3872950819673,5.19833,0
2021,Gueller,10,1402,9.537414965986397,Grasslands,224.78416,516.3504098360655,5.19833,0
2022,Gueller,10,1449,9.857142857142858,Grasslands,217.36383,1138.325819672131,5.19833,0
2023,Gueller,10,1481,10.07482993197279,Grasslands,214.06093,704.9047131147541,5.19833,0
2010,Guerou,10,517,94.0,Grasslands,382.9724,957.6723300970874,139.18394,3
2011,Guerou,10,511,44.24242424242424,Grasslands,183.32309,669.5194174757281,143.41739,3
2012,Guerou,10,512,44.32900432900433,Grasslands,320.2253,1038.2111650485438,147.65082,3
2013,Guerou,10,516,44.675324675324674,Grasslands,250.22673,1165.266990291262,151.88426,3
2014,Guerou,10,515,44.58874458874459,Grasslands,205.86137,780.1577669902913,156.11769,3
2015,Guerou,10,519,44.935064935064936,Grasslands,210.26802,987.0533980582524,160.35114,3
2016,Guerou,10,527,45.62770562770563,Grasslands,275.27167,1131.9660194174758,166.82727,3
2017,Guerou,10,530,45.887445887445885,Grasslands,220.905,570.0679611650486,173.30339,3
2018,Guerou,10,524,45.36796536796537,Grasslands,222.91069,713.3640776699029,179.77953,3
2019,Guerou,10,515,44.58874458874459,Grasslands,163.8917,774.4733009708738,186.25565,3
2020,Guerou,10,515,44.58874458874459,Grasslands,291.05933,1285.009708737864,192.73178,3
2021,Guerou,10,518,44.84848484848485,Grasslands,198.6921,638.0169902912621,192.73178,3
2022,Guerou,10,525,45.45454545454545,Grasslands,238.35925,1406.0922330097087,192.73178,3
2023,Guerou,10,530,45.887445887445885,Grasslands,211.94612,879.6092233009708,192.73178,3
2010,Hamed,10,11037,99.7018970189702,Grasslands,422.3341,2168.948300795372,10.279619,0
2011,Hamed,10,10962,49.033816425120776,Grasslands,283.8054,1124.5597433116411,10.463821,0
2012,Hamed,10,11036,49.36482376095903,Grasslands,515.18463,1588.7497288503257,10.648024,0
2013,Hamed,10,11022,49.302200751476114,Grasslands,369.23846,1382.6491323210412,10.832225,0
2014,Hamed,10,11060,49.47217749150117,Grasslands,373.2343,1262.1195770065076,11.016427,0
2015,Hamed,10,11057,49.45875827518339,Grasslands,362.5652,1322.3352313810556,11.200629,0
2016,Hamed,10,11055,49.44981213097155,Grasslands,422.51315,1810.0131959508317,11.397555,0
2017,Hamed,10,11047,49.414027554124175,Grasslands,334.80957,954.7174620390456,11.594481,0
2018,Hamed,10,11037,49.36929683306495,Grasslands,393.24588,1352.8524945770066,11.791407,0
2019,Hamed,10,11051,49.43191984254786,Grasslands,305.77914,1232.294558929863,11.988333,0
2020,Hamed,10,11069,49.512435140454464,Grasslands,525.0888,2109.455892986262,12.185259,0
2021,Hamed,10,11068,49.50796206834854,Grasslands,328.33347,1105.7105025307303,12.185259,0
2022,Hamed,10,11070,49.51690821256038,Grasslands,518.52496,2413.9661062906725,12.185259,0
2023,Hamed,10,11070,49.51690821256038,Grasslands,368.53183,1480.3289949385394,12.185259,0
2010,Hseiy Tin,10,106,5.492227979274611,Grasslands,202.70169,626.0,4.2658687,0
2011,Hseiy Tin,10,37,0.7786195286195287,Grasslands,85.95389,697.6666666666666,4.25386,0
2012,Hseiy Tin,10,78,1.6414141414141417,Grasslands,148.15306,595.0,4.2418513,0
2013,Hseiy Tin,10,417,8.775252525252524,Grasslands,125.91053,670.6666666666666,4.229843,0
2014,Hseiy Tin,10,496,10.437710437710438,Grasslands,87.836754,682.0,4.2178345,0
2015,Hseiy Tin,10,831,17.487373737373737,Grasslands,116.347565,1296.3333333333333,4.205826,0
2016,Hseiy Tin,10,967,20.3493265993266,Grasslands,139.88196,659.3333333333334,4.188188,0
2017,Hseiy Tin,10,851,17.90824915824916,Grasslands,85.69054,336.3333333333333,4.17055,0
2018,Hseiy Tin,10,343,7.218013468013468,Grasslands,119.34067,1166.6666666666667,4.152912,0
2019,Hseiy Tin,10,19,0.3998316498316498,Grasslands,77.39703,482.3333333333333,4.135274,0
2020,Hseiy Tin,10,50,1.0521885521885523,Grasslands,122.00951,1145.6666666666667,4.117636,0
2021,Hseiy Tin,10,43,0.904882154882155,Grasslands,94.16978,1133.0,4.117636,0
2022,Hseiy Tin,10,324,6.8181818181818175,Grasslands,127.454254,715.0,4.117636,0
2023,Hseiy Tin,10,436,9.175084175084177,Grasslands,112.74926,663.6666666666666,4.117636,0
2010,Kamour,10,3803,79.81112277019938,Grasslands,354.0262,1075.5503565062388,8.121328,0
2011,Kamour,10,3522,29.67644084934277,Grasslands,158.6968,641.9745989304813,8.359712,0
2012,Kamour,10,3507,29.55005055611729,Grasslands,302.88168,1126.3591800356503,8.598096,0
2013,Kamour,10,3593,30.27468823727671,Grasslands,221.15164,1053.6755793226382,8.836479,0
2014,Kamour,10,3446,29.036063363667004,Grasslands,176.44408,756.7303921568628,9.074863,0
2015,Kamour,10,3602,30.350522413212,Grasslands,183.31865,1002.2941176470588,9.313247,0
2016,Kamour,10,3798,32.00202224469161,Grasslands,241.67238,1190.6822638146168,9.557794,0
2017,Kamour,10,3730,31.429052915402767,Grasslands,177.68835,545.1697860962566,9.8023405,0
2018,Kamour,10,3761,31.69025952140209,Grasslands,206.41927,711.5548128342245,10.046886,0
2019,Kamour,10,3570,30.080889787664304,Grasslands,139.21967,717.2584670231729,10.291433,0
2020,Kamour,10,3667,30.898213683855747,Grasslands,242.55357,1200.6457219251338,10.53598,0
2021,Kamour,10,3589,30.24098415908325,Grasslands,174.83177,617.6403743315508,10.53598,0
2022,Kamour,10,3823,32.212672733400744,Grasslands,216.94585,1590.807486631016,10.53598,0
2023,Kamour,10,3872,32.62554769127065,Grasslands,194.26086,860.6403743315508,10.53598,0
2010,Kankoussa,10,1103,99.81900452488688,Grasslands,407.40353,1742.5619909502263,59.448532,4
2011,Kankoussa,10,1103,53.23359073359073,Grasslands,235.38757,863.516742081448,61.00688,4
2012,Kankoussa,10,1103,53.23359073359073,Grasslands,465.08698,1695.0968325791855,62.565228,4
2013,Kankoussa,10,1103,53.23359073359073,Grasslands,322.22687,1101.923076923077,64.12357,4
2014,Kankoussa,10,1102,53.18532818532818,Grasslands,382.2079,1115.9547511312217,65.68192,4
2015,Kankoussa,10,1102,53.18532818532818,Grasslands,342.87567,1187.0009049773755,67.24027,4
2016,Kankoussa,10,1101,53.13706563706564,Grasslands,369.72433,1690.219004524887,68.97386,4
2017,Kankoussa,10,1101,53.13706563706564,Grasslands,308.72662,777.793665158371,70.70746,4
2018,Kankoussa,10,1102,53.18532818532818,Grasslands,336.7831,873.3574660633484,72.44105,4
2019,Kankoussa,10,1103,53.23359073359073,Grasslands,261.4694,886.5981900452489,74.174644,4
2020,Kankoussa,10,1103,53.23359073359073,Grasslands,477.91165,1683.2723981900454,75.90823,4
2021,Kankoussa,10,1105,53.33011583011583,Grasslands,287.39505,771.785520361991,75.90823,4
2022,Kankoussa,10,1105,53.33011583011583,Grasslands,501.85202,2365.245248868778,75.90823,4
2023,Kankoussa,10,1105,53.33011583011583,Grasslands,326.30954,1159.937556561086,75.90823,4
2010,Kiffa,10,5456,99.01996370235936,Grasslands,348.29382,1220.7565922920892,44.40718,4
2011,Kiffa,10,5412,61.99312714776632,Grasslands,199.16945,563.215415821501,46.70477,4
2012,Kiffa,10,5425,62.14203894616266,Grasslands,339.28485,1295.1553752535497,49.002354,4
2013,Kiffa,10,5427,62.16494845360825,Grasslands,253.98154,901.258215010142,51.299942,4
2014,Kiffa,10,5416,62.0389461626575,Grasslands,214.41518,640.4290060851927,53.597527,4
2015,Kiffa,10,5444,62.35967926689576,Grasslands,231.27228,860.1774847870182,55.895115,4
2016,Kiffa,10,5471,62.66895761741122,Grasslands,304.0888,1282.474036511156,58.80573,4
2017,Kiffa,10,5464,62.58877434135166,Grasslands,219.51408,512.7281947261663,61.716343,4
2018,Kiffa,10,5463,62.577319587628864,Grasslands,228.45105,652.8503042596349,64.62696,4
2019,Kiffa,10,5459,62.53150057273768,Grasslands,162.81497,711.8265720081135,67.537575,4
2020,Kiffa,10,5469,62.64604810996563,Grasslands,350.19653,1189.644827586207,70.44819,4
2021,Kiffa,10,5455,62.485681557846505,Grasslands,205.59149,483.19553752535495,70.44819,4
2022,Kiffa,10,5476,62.7262313860252,Grasslands,303.05737,1588.6356997971602,70.44819,4
2023,Kiffa,10,5481,62.78350515463917,Grasslands,229.98073,792.2476673427992,70.44819,4
2010,Kouroudjel,10,2649,99.9622641509434,Grasslands,407.95425,1308.322641509434,5.5162787,0
2011,Kouroudjel,10,2649,67.16531440162272,Grasslands,228.3599,613.248679245283,5.53033,0
2012,Kouroudjel,10,2649,67.16531440162272,Grasslands,419.6613,1766.4362264150943,5.5443816,0
2013,Kouroudjel,10,2649,67.16531440162272,Grasslands,330.83414,866.342641509434,5.5584335,0
2014,Kouroudjel,10,2649,67.16531440162272,Grasslands,293.25446,718.3603773584906,5.572485,0
2015,Kouroudjel,10,2649,67.16531440162272,Grasslands,295.99432,975.776603773585,5.5865364,0
2016,Kouroudjel,10,2649,67.16531440162272,Grasslands,374.4313,1796.356603773585,5.6249685,0
2017,Kouroudjel,10,2649,67.16531440162272,Grasslands,276.84085,588.0339622641509,5.663401,0
2018,Kouroudjel,10,2649,67.16531440162272,Grasslands,314.11594,1028.5679245283018,5.7018332,0
2019,Kouroudjel,10,2650,67.19066937119675,Grasslands,203.86288,734.5358490566038,5.740266,0
2020,Kouroudjel,10,2650,67.19066937119675,Grasslands,449.2919,1590.0890566037735,5.778698,0
2021,Kouroudjel,10,2650,67.19066937119675,Grasslands,264.55087,682.4158490566037,5.778698,0
2022,Kouroudjel,10,2650,67.19066937119675,Grasslands,401.03033,2128.0732075471697,5.778698,0
2023,Kouroudjel,10,2650,67.19066937119675,Grasslands,298.9638,1030.0079245283018,5.778698,0
2010,Lavtah,10,226,1.2859906680323203,Grasslands,132.05328,974.1428571428572,1.2469805,0
2011,Lavtah,10,202,0.6121212121212121,Grasslands,60.070473,800.0952380952381,1.2495066,0
2012,Lavtah,10,254,0.7696969696969697,Grasslands,89.54347,1214.7619047619048,1.2520326,0
2013,Lavtah,10,939,2.8454545454545457,Grasslands,77.203674,982.5238095238096,1.2545588,0
2014,Lavtah,10,677,2.0515151515151517,Grasslands,54.81323,858.6190476190476,1.2570848,0
2015,Lavtah,10,807,2.4454545454545453,Grasslands,73.549164,1070.0,1.2596109,0
2016,Lavtah,10,1019,3.087878787878788,Grasslands,83.85749,1394.047619047619,1.2640178,0
2017,Lavtah,10,766,2.3212121212121213,Grasslands,67.816055,708.4285714285714,1.2684247,0
2018,Lavtah,10,401,1.215151515151515,Grasslands,72.51965,769.047619047619,1.2728318,0
2019,Lavtah,10,182,0.5515151515151515,Grasslands,48.746803,759.1904761904761,1.2772387,0
2020,Lavtah,10,250,0.7575757575757576,Grasslands,75.46069,1262.6190476190477,1.2816457,0
2021,Lavtah,10,252,0.7636363636363637,Grasslands,59.088806,922.047619047619,1.2816457,0
2022,Lavtah,10,298,0.9030303030303032,Grasslands,83.70009,1490.4761904761904,1.2816457,0
2023,Lavtah,10,361,1.093939393939394,Grasslands,74.077835,972.095238095238,1.2816457,0
2010,Laweissi,10,3967,74.17726252804788,Grasslands,454.39417,1346.0415782774714,11.484604,0
2011,Laweissi,10,3466,34.050496119461634,Grasslands,225.94513,776.9732711073399,11.681201,0
2012,Laweissi,10,3394,33.34315748108851,Grasslands,393.6135,1293.3368689011456,11.877798,0
2013,Laweissi,10,3207,31.50604185086944,Grasslands,292.55576,896.4094187526517,12.074395,0
2014,Laweissi,10,2912,28.607918263090674,Grasslands,296.88016,800.3725074246925,12.270992,0
2015,Laweissi,10,3090,30.35661656351312,Grasslands,259.7092,836.6228256257955,12.467589,0
2016,Laweissi,10,3215,31.584635032910896,Grasslands,318.4919,1163.0343657191345,12.683103,0
2017,Laweissi,10,2893,28.421259455742216,Grasslands,257.14905,544.7878659312686,12.898616,0
2018,Laweissi,10,2903,28.519500933294037,Grasslands,277.79208,778.7488332626219,13.114129,0
2019,Laweissi,10,2934,28.824049513704686,Grasslands,208.96129,703.4077216801019,13.329642,0
2020,Laweissi,10,3180,31.24078986147952,Grasslands,412.68347,1142.5405176071276,13.545156,0
2021,Laweissi,10,3334,32.75370861577758,Grasslands,276.7545,621.6885871871023,13.545156,0
2022,Laweissi,10,3694,36.29040180764319,Grasslands,340.71136,1487.9406024607551,13.545156,0
2023,Laweissi,10,3543,34.80695549661067,Grasslands,271.54953,924.2842596521,13.545156,0
2010,Lebheir,10,1300,56.59555942533739,Grasslands,474.0183,1270.431638418079,14.146317,0
2011,Lebheir,10,1116,27.70605759682224,Grasslands,229.12949,703.5559322033898,14.410938,0
2012,Lebheir,10,1095,27.18470705064548,Grasslands,393.08182,1257.0463276836158,14.67556,0
2013,Lebheir,10,1026,25.471698113207548,Grasslands,288.862,913.219209039548,14.940183,0
2014,Lebheir,10,943,23.411122144985104,Grasslands,270.63007,779.1028248587571,15.204804,0
2015,Lebheir,10,1014,25.173783515392252,Grasslands,247.24777,903.767231638418,15.469426,0
2016,Lebheir,10,1066,26.46474677259186,Grasslands,317.94254,1232.6079096045198,15.762363,0
2017,Lebheir,10,1039,25.794438927507446,Grasslands,255.86943,577.8293785310734,16.055302,0
2018,Lebheir,10,1050,26.06752730883813,Grasslands,258.32584,813.0813559322033,16.34824,0
2019,Lebheir,10,1044,25.918570009930487,Grasslands,185.65807,770.6485875706214,16.641176,0
2020,Lebheir,10,1105,27.43296921549156,Grasslands,390.01862,1178.2056497175142,16.934114,0
2021,Lebheir,10,1087,26.98609731876862,Grasslands,264.68726,631.2022598870057,16.934114,0
2022,Lebheir,10,1157,28.72393247269116,Grasslands,277.40448,1345.1864406779662,16.934114,0
2023,Lebheir,10,1152,28.599801390268127,Grasslands,260.918,905.0915254237289,16.934114,0
2010,Legrane,10,14687,98.6830612107774,Grasslands,441.89813,1398.1488596253057,3.9907348,0
2011,Legrane,10,14202,56.37056442010002,Grasslands,234.84871,849.6698343741515,4.023465,0
2012,Legrane,10,14557,57.77963007065174,Grasslands,404.4705,1562.257466739071,4.0561953,0
2013,Legrane,10,14571,57.83519885687068,Grasslands,316.78604,1048.2292288894923,4.088926,0
2014,Legrane,10,14633,58.08128919584028,Grasslands,292.9182,898.5456828672278,4.1216564,0
2015,Legrane,10,14686,58.29165674366913,Grasslands,279.951,1022.16481129514,4.1543865,0
2016,Legrane,10,14705,58.36707152496626,Grasslands,346.09216,1429.6644718979094,4.188524,0
2017,Legrane,10,14709,58.38294832102881,Grasslands,269.65155,637.7380532174858,4.222661,0
2018,Legrane,10,14730,58.46630150035723,Grasslands,287.5859,961.116413250068,4.2567983,0
2019,Legrane,10,14761,58.58934666984202,Grasslands,212.22871,878.7159245180559,4.2909355,0
2020,Legrane,10,14773,58.63697705802969,Grasslands,421.23767,1401.1804914471898,4.325073,0
2021,Legrane,10,14777,58.65285385409224,Grasslands,264.8964,696.5357045886506,4.325073,0
2022,Legrane,10,14851,58.9465745812495,Grasslands,372.52814,1821.3516834102636,4.325073,0
2023,Legrane,10,14875,59.04183535762483,Grasslands,287.76486,1158.0054303556883,4.325073,0
2010,Nouamlein,10,11895,72.3936461566551,Grasslands,269.45572,877.7310240132487,1.2895818,0
2011,Nouamlein,10,10814,27.3149785299318,Grasslands,136.25569,562.7313000276015,1.3122206,0
2012,Nouamlein,10,11184,28.24955796918413,Grasslands,225.00453,1150.952249516975,1.3348593,0
2013,Nouamlein,10,12801,32.33392270775448,Grasslands,180.95465,868.6802373723434,1.357498,0
2014,Nouamlein,10,13158,33.23566557211417,Grasslands,146.71896,582.0322936792713,1.3801367,0
2015,Nouamlein,10,14041,35.46602677443799,Grasslands,168.32913,859.661606403533,1.4027755,0
2016,Nouamlein,10,14603,36.885577165951,Grasslands,209.23965,940.5552028705492,1.4174346,0
2017,Nouamlein,10,14443,36.481434705733776,Grasslands,137.60553,453.2319900634833,1.4320937,0
2018,Nouamlein,10,12911,32.611770649153826,Grasslands,166.6862,583.1493237648358,1.4467528,0
2019,Nouamlein,10,10053,25.392775953523618,Grasslands,114.75424,653.7914711565002,1.461412,0
2020,Nouamlein,10,10817,27.32255620106087,Grasslands,209.79164,1123.962048026497,1.476071,0
2021,Nouamlein,10,10606,26.789593331649407,Grasslands,137.82266,498.20618272150153,1.476071,0
2022,Nouamlein,10,11602,29.30538014650164,Grasslands,191.45352,1641.49848192106,1.476071,0
2023,Nouamlein,10,11552,29.17908562768376,Grasslands,159.78151,720.9856472536571,1.476071,0
2010,Oudeiy Jrid,10,6080,84.95179544501886,Grasslands,422.1598,1101.1937466595405,6.9026675,0
2011,Oudeiy Jrid,10,5445,34.57142857142857,Grasslands,203.26747,689.4436130411544,7.1746845,0
2012,Oudeiy Jrid,10,5490,34.85714285714286,Grasslands,367.04056,1145.9380010689472,7.446701,0
2013,Oudeiy Jrid,10,5538,35.16190476190476,Grasslands,261.02603,885.4107429182255,7.718718,0
2014,Oudeiy Jrid,10,4852,30.806349206349203,Grasslands,221.68294,719.1413682522715,7.9907346,0
2015,Oudeiy Jrid,10,5391,34.22857142857143,Grasslands,219.3972,841.7624265098877,8.262752,0
2016,Oudeiy Jrid,10,5859,37.2,Grasslands,291.6669,1044.698022447889,8.501623,0
2017,Oudeiy Jrid,10,5561,35.30793650793651,Grasslands,234.49294,537.0074826296099,8.740495,0
2018,Oudeiy Jrid,10,5773,36.65396825396826,Grasslands,237.11604,749.9318546231962,8.979365,0
2019,Oudeiy Jrid,10,5892,37.40952380952381,Grasslands,177.68318,734.0622661678246,9.218237,0
2020,Oudeiy Jrid,10,6133,38.93968253968254,Grasslands,316.6487,1053.7544094067343,9.4571085,0
2021,Oudeiy Jrid,10,6177,39.21904761904762,Grasslands,235.3383,572.537680384821,9.4571085,0
2022,Oudeiy Jrid,10,6426,40.8,Grasslands,246.45605,1320.07509353287,9.4571085,0
2023,Oudeiy Jrid,10,6280,39.87301587301587,Grasslands,230.47728,788.0451630144308,9.4571085,0
2010,R’Dheidhie,10,2450,52.972972972972975,Grasslands,355.58377,947.4700460829494,8.108586,0
2011,R’Dheidhie,10,2311,13.815160210425631,Grasslands,143.04692,528.7718894009216,8.326688,0
2012,R’Dheidhie,10,2331,13.934720229555236,Grasslands,291.8103,1060.48732718894,8.544789,0
2013,R’Dheidhie,10,2415,14.43687230989957,Grasslands,198.4148,986.3732718894008,8.76289,0
2014,R’Dheidhie,10,2340,13.988522238163558,Grasslands,164.82922,662.3202764976959,8.980991,0
2015,R’Dheidhie,10,2381,14.233620277379243,Grasslands,159.54846,666.6440092165899,9.199093,0
2016,R’Dheidhie,10,2453,14.664036346245815,Grasslands,201.51994,838.8767281105991,9.444098,0
2017,R’Dheidhie,10,2281,13.635820181731228,Grasslands,147.75053,387.06451612903226,9.689104,0
2018,R’Dheidhie,10,2245,13.420612147297945,Grasslands,185.37709,613.6163594470046,9.934111,0
2019,R’Dheidhie,10,2073,12.392395982783356,Grasslands,124.78265,503.5241935483871,10.179116,0
2020,R’Dheidhie,10,2103,12.571736011477764,Grasslands,228.22449,853.25,10.424122,0
2021,R’Dheidhie,10,2080,12.434241989478718,Grasslands,198.31287,434.0230414746544,10.424122,0
2022,R’Dheidhie,10,2222,13.283118125298902,Grasslands,190.58554,1272.3663594470047,10.424122,0
2023,R’Dheidhie,10,2325,13.898852223816355,Grasslands,182.86482,667.6820276497696,10.424122,0
2010,Sani,10,7302,99.98630699712449,Grasslands,435.843,1385.5292666209732,6.4008136,0
2011,Sani,10,7300,73.17562149157979,Grasslands,251.23085,701.6072652501714,6.4179807,0
2012,Sani,10,7300,73.17562149157979,Grasslands,469.83566,1933.6708704592183,6.435148,0
2013,Sani,10,7299,73.16559743384123,Grasslands,356.20877,911.8819739547636,6.4523153,0
2014,Sani,10,7301,73.18564554931837,Grasslands,343.87433,872.4261823166553,6.4694824,0
2015,Sani,10,7301,73.18564554931837,Grasslands,351.3739,1102.2131596984236,6.4866495,0
2016,Sani,10,7302,73.19566960705693,Grasslands,394.11676,1903.9803975325565,6.506606,0
2017,Sani,10,7303,73.20569366479552,Grasslands,313.64688,710.4705962988348,6.526563,0
2018,Sani,10,7303,73.20569366479552,Grasslands,354.81555,967.0512679917751,6.5465198,0
2019,Sani,10,7303,73.20569366479552,Grasslands,246.23842,876.0551062371487,6.566477,0
2020,Sani,10,7303,73.20569366479552,Grasslands,494.53693,1713.8150788211103,6.5864334,0
2021,Sani,10,7303,73.20569366479552,Grasslands,293.86752,780.1054146675806,6.5864334,0
2022,Sani,10,7303,73.20569366479552,Grasslands,496.28284,2481.8270047978067,6.5864334,0
2023,Sani,10,7303,73.20569366479552,Grasslands,346.63394,1341.8618231665523,6.5864334,0
