Year,District,LandCoverClass,PixelCount,Percentage,LandCoverLabel,Precipitation (mm),GPP,PopDensity,cluster_label
2010,Tenaha,10,13258,99.43002849857508,Grasslands,444.02676,2554.694915254237,4.5135107,0
2011,Tenaha,10,13216,61.75123820203719,Grasslands,322.08264,1320.2069146542674,4.668445,0
2012,Tenaha,10,13229,61.8119801887674,Grasslands,543.39813,2144.421103944803,4.82338,0
2013,Tenaha,10,13237,61.84935987290907,Grasslands,415.02737,1852.305609719514,4.9783144,0
2014,Tenaha,10,13268,61.99420614895804,Grasslands,391.44476,1622.659142042898,5.1332493,0
2015,Tenaha,10,13275,62.026913372582,Grasslands,418.58023,1855.2986350682463,5.2881837,0
2016,Tenaha,10,13277,62.03625829361742,Grasslands,488.159,2365.7681865906707,5.471425,0
2017,Tenaha,10,13268,61.99420614895804,Grasslands,360.93585,1283.082795860207,5.654666,0
2018,Tenaha,10,13267,61.98953368844033,Grasslands,456.71298,1761.4142042897854,5.8379073,0
2019,Tenaha,10,13273,62.01756845154659,Grasslands,363.88693,1791.7021898905057,6.021148,0
2020,Tenaha,10,13275,62.026913372582,Grasslands,614.05786,2615.1676916154192,6.2043896,0
2021,Tenaha,10,13272,62.01289599102887,Grasslands,364.81262,1430.343107844608,6.2043896,0
2022,Tenaha,10,13290,62.09700028034764,Grasslands,519.7248,2911.54012299385,6.2043896,0
2023,Tenaha,10,13303,62.15774226707784,Grasslands,433.44006,1950.8788810559472,6.2043896,0
2010,Assaba,12,7,0.0555649724288853,Croplands,866.36084,4723.64321604961,7.396565,0
2012,Assaba,12,1,0.0039691990156386,Croplands,404.4705,1562.257466739071,4.0561953,0
2014,Assaba,12,2,0.0093449210354172,Croplands,391.44476,1622.659142042898,5.1332493,0
2015,Assaba,12,1,0.0046724605177086,Croplands,418.58023,1855.2986350682463,5.2881837,0
2016,Assaba,12,7,0.0294441238108296,Croplands,887.2396,4264.291506950525,5.6888895,0
2018,Assaba,12,1,0.0046724605177086,Croplands,456.71298,1761.4142042897854,5.8379073,0
2019,Assaba,12,1,0.0046724605177086,Croplands,363.88693,1791.7021898905057,6.021148,0
2020,Assaba,12,1,0.0046724605177086,Croplands,614.05786,2615.1676916154192,6.2043896,0
2021,Assaba,12,1,0.0046724605177086,Croplands,364.81262,1430.343107844608,6.2043896,0
2022,Assaba,12,1,0.0046724605177086,Croplands,519.7248,2911.54012299385,6.2043896,0
2016,Blajmil,12,4,0.0154267422577037,Croplands,399.08063,1898.5233203598543,5.9063535,0
2010,Hamed,12,2,0.01806684733514,Croplands,422.3341,2168.948300795372,10.279619,0
2012,Legrane,12,1,0.0039691990156386,Croplands,404.4705,1562.257466739071,4.0561953,0
2010,Tenaha,12,5,0.0374981250937453,Croplands,444.02676,2554.694915254237,4.5135107,0
2014,Tenaha,12,2,0.0093449210354172,Croplands,391.44476,1622.659142042898,5.1332493,0
2015,Tenaha,12,1,0.0046724605177086,Croplands,418.58023,1855.2986350682463,5.2881837,0
2016,Tenaha,12,3,0.0140173815531258,Croplands,488.159,2365.7681865906707,5.471425,0
2018,Tenaha,12,1,0.0046724605177086,Croplands,456.71298,1761.4142042897854,5.8379073,0
2019,Tenaha,12,1,0.0046724605177086,Croplands,363.88693,1791.7021898905057,6.021148,0
2020,Tenaha,12,1,0.0046724605177086,Croplands,614.05786,2615.1676916154192,6.2043896,0
2021,Tenaha,12,1,0.0046724605177086,Croplands,364.81262,1430.343107844608,6.2043896,0
2022,Tenaha,12,1,0.0046724605177086,Croplands,519.7248,2911.54012299385,6.2043896,0
2010,Assaba,13,8,0.2595922328904138,Urban and Built-up Lands,896.1781,2371.6253850776197,10.524492,0
2011,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,432.39697,1392.9995452445442,10.792811,0
2012,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,760.1224,2402.9843287525628,11.061131,0
2013,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,549.88806,1798.6299519577735,11.329451,0
2014,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,492.313,1498.2441931110286,11.59777,0
2015,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,466.64496,1745.5296581483058,11.866089,0
2016,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,609.60944,2277.305932052409,12.131993,0
2017,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,490.36237,1114.8368611606834,12.397898,0
2018,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,495.4419,1563.0132105553994,12.663803,0
2019,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,363.34125,1504.710853738446,12.929707,0
2020,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,706.66736,2231.960059124249,13.195612,0
2021,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,500.02557,1203.7399402718263,13.195612,0
2022,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,523.86053,2665.2615342108365,13.195612,0
2023,Assaba,13,8,0.1431787014706577,Urban and Built-up Lands,491.39526,1693.1366884381596,13.195612,0
2010,Lebheir,13,5,0.21767522855899,Urban and Built-up Lands,474.0183,1270.431638418079,14.146317,0
2011,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,229.12949,703.5559322033898,14.410938,0
2012,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,393.08182,1257.0463276836158,14.67556,0
2013,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,288.862,913.219209039548,14.940183,0
2014,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,270.63007,779.1028248587571,15.204804,0
2015,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,247.24777,903.767231638418,15.469426,0
2016,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,317.94254,1232.6079096045198,15.762363,0
2017,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,255.86943,577.8293785310734,16.055302,0
2018,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,258.32584,813.0813559322033,16.34824,0
2019,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,185.65807,770.6485875706214,16.641176,0
2020,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,390.01862,1178.2056497175142,16.934114,0
2021,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,264.68726,631.2022598870057,16.934114,0
2022,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,277.40448,1345.1864406779662,16.934114,0
2023,Lebheir,13,5,0.1241310824230387,Urban and Built-up Lands,260.918,905.0915254237289,16.934114,0
2010,Oudeiy Jrid,13,3,0.0419170043314237,Urban and Built-up Lands,422.1598,1101.1937466595405,6.9026675,0
2011,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,203.26747,689.4436130411544,7.1746845,0
2012,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,367.04056,1145.9380010689472,7.446701,0
2013,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,261.02603,885.4107429182255,7.718718,0
2014,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,221.68294,719.1413682522715,7.9907346,0
2015,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,219.3972,841.7624265098877,8.262752,0
2016,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,291.6669,1044.698022447889,8.501623,0
2017,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,234.49294,537.0074826296099,8.740495,0
2018,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,237.11604,749.9318546231962,8.979365,0
2019,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,177.68318,734.0622661678246,9.218237,0
2020,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,316.6487,1053.7544094067343,9.4571085,0
2021,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,235.3383,572.537680384821,9.4571085,0
2022,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,246.45605,1320.07509353287,9.4571085,0
2023,Oudeiy Jrid,13,3,0.019047619047619,Urban and Built-up Lands,230.47728,788.0451630144308,9.4571085,0
2010,Aghorat,16,32,0.4826546003016591,Barren or Sparsely Vegetated,307.3039,1057.8055509390065,11.537289,2
2011,Aghorat,16,34,0.1754114430170768,Barren or Sparsely Vegetated,183.25092,600.8397872694034,11.797093,2
2012,Aghorat,16,22,0.1135015219522261,Barren or Sparsely Vegetated,294.59027,1148.9208908093735,12.056898,2
2013,Aghorat,16,11,0.056750760976113,Barren or Sparsely Vegetated,223.23447,852.3985374771481,12.316703,2
2014,Aghorat,16,11,0.056750760976113,Barren or Sparsely Vegetated,191.02298,762.2253614758185,12.576508,2
2015,Aghorat,16,7,0.0361141206211628,Barren or Sparsely Vegetated,230.87936,865.7364134950973,12.836312,2
2016,Aghorat,16,4,0.0206366403549502,Barren or Sparsely Vegetated,272.00308,1356.4793086255609,13.133139,2
2017,Aghorat,16,5,0.0257958004436877,Barren or Sparsely Vegetated,213.04013,508.6195778627223,13.429965,2
2018,Aghorat,16,4,0.0206366403549502,Barren or Sparsely Vegetated,218.9738,671.4713312281868,13.72679,2
2019,Aghorat,16,23,0.1186606820409637,Barren or Sparsely Vegetated,162.61789,804.706165863387,14.023617,2
2020,Aghorat,16,7,0.0361141206211628,Barren or Sparsely Vegetated,331.05035,1166.516204088416,14.320443,2
2021,Aghorat,16,10,0.0515916008873755,Barren or Sparsely Vegetated,187.69357,589.1793252451388,14.320443,2
2022,Aghorat,16,8,0.0412732807099004,Barren or Sparsely Vegetated,282.463,1374.15738740236,14.320443,2
2023,Aghorat,16,10,0.0515916008873755,Barren or Sparsely Vegetated,225.26073,715.6114342695696,14.320443,2
2010,Assaba,16,41332,775.0008271430299,Barren or Sparsely Vegetated,6604.5503,20172.53601998821,21.694899,5
2011,Assaba,16,44700,381.5153554236368,Barren or Sparsely Vegetated,3392.776,13120.7288689141,21.3481,7
2012,Assaba,16,44613,381.4254212657463,Barren or Sparsely Vegetated,6047.948,23307.3047948756,21.88651,7
2013,Assaba,16,42041,365.7919637361092,Barren or Sparsely Vegetated,4435.899,17934.194896581164,22.424923,7
2014,Assaba,16,44177,389.6250102057207,Barren or Sparsely Vegetated,3827.895,14596.290919349038,22.963333,7
2015,Assaba,16,41577,361.340923289359,Barren or Sparsely Vegetated,3842.833,17502.311503544497,23.501743,7
2016,Assaba,16,39613,341.5947551814802,Barren or Sparsely Vegetated,4848.5156,22001.203434574832,24.21259,7
2017,Assaba,16,41886,368.24808999302064,Barren or Sparsely Vegetated,3689.1814,10266.793884749724,24.923433,7
2018,Assaba,16,44382,393.40658541081353,Barren or Sparsely Vegetated,4063.8967,14668.007477230649,25.634277,7
2019,Assaba,16,48746,430.9751110742343,Barren or Sparsely Vegetated,2872.775,13330.175787598566,26.34512,7
2020,Assaba,16,46987,414.9716317450209,Barren or Sparsely Vegetated,5571.3335,21932.52839982296,27.055965,7
2021,Assaba,16,47210,417.7860410775172,Barren or Sparsely Vegetated,3925.5864,12116.594527348028,27.055965,7
2022,Assaba,16,44615,391.2940615313923,Barren or Sparsely Vegetated,4600.7734,26410.802742006024,27.055965,7
2023,Assaba,16,44540,386.8475529933165,Barren or Sparsely Vegetated,4030.5308,15907.848175022424,27.055965,7
2010,Barkeiwel,16,468,60.85825747724317,Barren or Sparsely Vegetated,425.15533,1031.1538461538462,48.570004,2
2011,Barkeiwel,16,484,29.802955665024637,Barren or Sparsely Vegetated,199.1936,446.9384615384615,49.9108,2
2012,Barkeiwel,16,492,30.295566502463057,Barren or Sparsely Vegetated,357.71497,938.5282051282052,51.2516,2
2013,Barkeiwel,16,498,30.665024630541872,Barren or Sparsely Vegetated,235.92525,639.1025641025641,52.592392,2
2014,Barkeiwel,16,530,32.635467980295566,Barren or Sparsely Vegetated,204.53172,502.0717948717949,53.93319,2
2015,Barkeiwel,16,518,31.89655172413793,Barren or Sparsely Vegetated,182.01196,588.6358974358974,55.273987,2
2016,Barkeiwel,16,507,31.2192118226601,Barren or Sparsely Vegetated,229.44322,856.3846153846154,56.864323,2
2017,Barkeiwel,16,564,34.72906403940887,Barren or Sparsely Vegetated,190.69258,283.8820512820513,58.45466,2
2018,Barkeiwel,16,576,35.467980295566505,Barren or Sparsely Vegetated,197.63538,461.8871794871795,60.04499,2
2019,Barkeiwel,16,656,40.39408866995074,Barren or Sparsely Vegetated,136.86136,383.9230769230769,61.635326,2
2020,Barkeiwel,16,628,38.669950738916256,Barren or Sparsely Vegetated,288.0527,730.1179487179487,63.225662,2
2021,Barkeiwel,16,667,41.07142857142857,Barren or Sparsely Vegetated,237.91096,315.61538461538464,63.225662,2
2022,Barkeiwel,16,667,41.07142857142857,Barren or Sparsely Vegetated,206.5231,780.1435897435897,63.225662,2
2023,Barkeiwel,16,648,39.90147783251231,Barren or Sparsely Vegetated,204.45757,586.974358974359,63.225662,2
2010,Bou Lahrath,16,5231,81.88791484032562,Barren or Sparsely Vegetated,368.6938,1031.191983122363,6.978767,2
2011,Bou Lahrath,16,5422,38.25044091710759,Barren or Sparsely Vegetated,156.62473,568.6603375527426,7.123492,2
2012,Bou Lahrath,16,5410,38.1657848324515,Barren or Sparsely Vegetated,311.6807,1066.090717299578,7.2682166,2
2013,Bou Lahrath,16,5328,37.58730158730159,Barren or Sparsely Vegetated,216.38599,778.824894514768,7.412942,2
2014,Bou Lahrath,16,5404,38.123456790123456,Barren or Sparsely Vegetated,176.69124,611.9894514767932,7.557667,2
2015,Bou Lahrath,16,5369,37.876543209876544,Barren or Sparsely Vegetated,169.81422,601.8143459915611,7.7023916,2
2016,Bou Lahrath,16,5313,37.48148148148148,Barren or Sparsely Vegetated,215.33305,820.2067510548524,7.865424,2
2017,Bou Lahrath,16,5436,38.34920634920635,Barren or Sparsely Vegetated,164.37206,365.084388185654,8.028457,2
2018,Bou Lahrath,16,5481,38.66666666666666,Barren or Sparsely Vegetated,200.08202,565.7995780590717,8.191488,2
2019,Bou Lahrath,16,5670,40.0,Barren or Sparsely Vegetated,132.17911,450.246835443038,8.354521,2
2020,Bou Lahrath,16,5654,39.88712522045855,Barren or Sparsely Vegetated,253.74619,858.1497890295359,8.517553,2
2021,Bou Lahrath,16,5694,40.16931216931217,Barren or Sparsely Vegetated,212.85808,411.1835443037975,8.517553,2
2022,Bou Lahrath,16,5582,39.37918871252205,Barren or Sparsely Vegetated,203.89012,1098.4535864978902,8.517553,2
2023,Bou Lahrath,16,5495,38.76543209876544,Barren or Sparsely Vegetated,187.24265,634.2552742616034,8.517553,2
2010,Boumdeid,16,557,79.79942693409741,Barren or Sparsely Vegetated,188.42981,1448.6470588235295,10.4746895,2
2011,Boumdeid,16,575,45.63492063492063,Barren or Sparsely Vegetated,78.8452,969.1176470588236,10.205871,2
2012,Boumdeid,16,547,43.41269841269841,Barren or Sparsely Vegetated,132.26643,1694.0588235294117,9.937052,2
2013,Boumdeid,16,496,39.36507936507937,Barren or Sparsely Vegetated,112.09595,1243.3529411764705,9.668234,2
2014,Boumdeid,16,504,40.0,Barren or Sparsely Vegetated,79.54671,1133.3529411764705,9.399415,2
2015,Boumdeid,16,439,34.84126984126984,Barren or Sparsely Vegetated,108.299706,1307.5882352941176,9.130596,2
2016,Boumdeid,16,391,31.03174603174603,Barren or Sparsely Vegetated,130.49396,1662.8235294117646,8.953974,2
2017,Boumdeid,16,410,32.53968253968254,Barren or Sparsely Vegetated,72.63767,1034.3529411764705,8.777351,2
2018,Boumdeid,16,508,40.31746031746032,Barren or Sparsely Vegetated,104.98385,1117.764705882353,8.600729,2
2019,Boumdeid,16,592,46.98412698412698,Barren or Sparsely Vegetated,67.432205,963.5882352941176,8.424107,2
2020,Boumdeid,16,556,44.12698412698413,Barren or Sparsely Vegetated,112.5881,1544.9411764705883,8.247484,2
2021,Boumdeid,16,545,43.25396825396825,Barren or Sparsely Vegetated,85.105576,1177.3529411764705,8.247484,2
2022,Boumdeid,16,495,39.285714285714285,Barren or Sparsely Vegetated,109.27838,1774.2941176470588,8.247484,2
2023,Boumdeid,16,491,38.96825396825397,Barren or Sparsely Vegetated,107.28325,1202.4117647058824,8.247484,2
2010,Daghveg,16,1747,60.72297532151547,Barren or Sparsely Vegetated,450.47302,1094.0771558245085,15.053497,2
2011,Daghveg,16,1920,28.614008941877795,Barren or Sparsely Vegetated,219.24843,641.9092284417549,15.501566,2
2012,Daghveg,16,1979,29.493293591654247,Barren or Sparsely Vegetated,380.32608,1093.1376701966717,15.949635,2
2013,Daghveg,16,2044,30.46199701937407,Barren or Sparsely Vegetated,274.57126,776.2965204236006,16.397703,2
2014,Daghveg,16,2201,32.801788375558864,Barren or Sparsely Vegetated,261.09634,654.4629349470499,16.845772,2
2015,Daghveg,16,2169,32.32488822652757,Barren or Sparsely Vegetated,225.35396,729.642965204236,17.29384,2
2016,Daghveg,16,2174,32.39940387481371,Barren or Sparsely Vegetated,278.47815,903.3252647503782,17.810602,2
2017,Daghveg,16,2235,33.30849478390462,Barren or Sparsely Vegetated,224.81123,426.9788199697428,18.327364,2
2018,Daghveg,16,2241,33.397913561847986,Barren or Sparsely Vegetated,232.84303,640.3071104387292,18.844126,2
2019,Daghveg,16,2269,33.81520119225037,Barren or Sparsely Vegetated,172.14256,532.9273827534039,19.360888,2
2020,Daghveg,16,2262,33.71087928464978,Barren or Sparsely Vegetated,360.11417,829.0045385779123,19.87765,2
2021,Daghveg,16,2286,34.06855439642325,Barren or Sparsely Vegetated,268.88474,439.8093797276853,19.87765,2
2022,Daghveg,16,2283,34.02384500745156,Barren or Sparsely Vegetated,255.51707,954.1134644478065,19.87765,2
2023,Daghveg,16,2303,34.32190760059613,Barren or Sparsely Vegetated,251.65211,651.5325264750378,19.87765,2
2010,El Ghabra,16,856,32.78437380314056,Barren or Sparsely Vegetated,433.27615,1156.2360876897133,25.989079,2
2011,El Ghabra,16,899,18.998309382924766,Barren or Sparsely Vegetated,196.34253,639.0016863406408,26.411394,2
2012,El Ghabra,16,884,18.68131868131868,Barren or Sparsely Vegetated,353.91678,1211.8650927487352,26.833712,2
2013,El Ghabra,16,911,19.25190194420964,Barren or Sparsely Vegetated,249.60599,851.1382799325464,27.256027,2
2014,El Ghabra,16,1062,22.442941673710905,Barren or Sparsely Vegetated,232.09824,662.0193929173693,27.678345,2
2015,El Ghabra,16,1037,21.914623837700763,Barren or Sparsely Vegetated,190.73434,682.3887015177065,28.10066,2
2016,El Ghabra,16,1046,22.10481825866441,Barren or Sparsely Vegetated,238.20044,838.29173693086,28.543097,2
2017,El Ghabra,16,1242,26.24683009298394,Barren or Sparsely Vegetated,194.50166,383.0691399662732,28.985533,2
2018,El Ghabra,16,1280,27.04987320371936,Barren or Sparsely Vegetated,203.90367,613.5472175379426,29.42797,2
2019,El Ghabra,16,1443,30.494505494505496,Barren or Sparsely Vegetated,155.35046,490.2816188870152,29.870407,2
2020,El Ghabra,16,1392,29.4167371090448,Barren or Sparsely Vegetated,308.17664,933.379426644182,30.312843,2
2021,El Ghabra,16,1379,29.14201183431953,Barren or Sparsely Vegetated,251.25359,416.8305227655986,30.312843,2
2022,El Ghabra,16,1282,27.09213863060017,Barren or Sparsely Vegetated,233.80595,1061.6703204047217,30.312843,2
2023,El Ghabra,16,1216,25.697379543533387,Barren or Sparsely Vegetated,223.07384,712.5455311973019,30.312843,2
2010,El Ghaira,16,253,41.004862236628846,Barren or Sparsely Vegetated,297.4009,845.7301587301587,44.840595,2
2011,El Ghaira,16,323,16.19047619047619,Barren or Sparsely Vegetated,121.26666,580.1746031746031,45.466618,2
2012,El Ghaira,16,332,16.641604010025063,Barren or Sparsely Vegetated,259.9181,970.3492063492064,46.09264,2
2013,El Ghaira,16,292,14.636591478696742,Barren or Sparsely Vegetated,172.98729,782.5555555555555,46.718662,2
2014,El Ghaira,16,317,15.889724310776945,Barren or Sparsely Vegetated,135.38358,702.6349206349206,47.344685,2
2015,El Ghaira,16,271,13.583959899749374,Barren or Sparsely Vegetated,144.59439,787.6825396825396,47.970707,2
2016,El Ghaira,16,227,11.37844611528822,Barren or Sparsely Vegetated,191.44931,885.5396825396825,48.663628,2
2017,El Ghaira,16,267,13.383458646616544,Barren or Sparsely Vegetated,132.22049,493.95238095238096,49.35655,2
2018,El Ghaira,16,270,13.533834586466163,Barren or Sparsely Vegetated,174.4935,711.031746031746,50.049473,2
2019,El Ghaira,16,321,16.090225563909772,Barren or Sparsely Vegetated,105.8206,655.1111111111111,50.742393,2
2020,El Ghaira,16,316,15.839598997493734,Barren or Sparsely Vegetated,195.793,797.2222222222222,51.435314,2
2021,El Ghaira,16,340,17.042606516290725,Barren or Sparsely Vegetated,137.95694,490.36507936507934,51.435314,2
2022,El Ghaira,16,312,15.639097744360903,Barren or Sparsely Vegetated,180.28568,1003.4285714285714,51.435314,2
2023,El Ghaira,16,301,15.087719298245611,Barren or Sparsely Vegetated,160.10275,622.4603174603175,51.435314,2
2010,El Melgue,16,1,0.0098280098280098,Barren or Sparsely Vegetated,335.7419,1056.920197740113,4.633765,2
2011,El Melgue,16,9,0.0546448087431694,Barren or Sparsely Vegetated,196.72589,554.9433010492332,4.6389422,2
2012,El Melgue,16,7,0.0425015179113539,Barren or Sparsely Vegetated,337.7329,1279.9958635996773,4.6441193,2
2013,El Melgue,16,6,0.0364298724954462,Barren or Sparsely Vegetated,242.36246,805.5960451977401,4.649296,2
2014,El Melgue,16,9,0.0546448087431694,Barren or Sparsely Vegetated,212.33803,702.6536521388216,4.654473,2
2015,El Melgue,16,8,0.0485731633272616,Barren or Sparsely Vegetated,244.74348,820.317594834544,4.65965,2
2016,El Melgue,16,5,0.0303582270795385,Barren or Sparsely Vegetated,308.17938,1329.9492534301855,4.6691527,2
2017,El Melgue,16,10,0.0607164541590771,Barren or Sparsely Vegetated,227.43294,481.3004439063761,4.6786556,2
2018,El Melgue,16,14,0.0850030358227079,Barren or Sparsely Vegetated,242.15494,626.645782889427,4.688158,2
2019,El Melgue,16,11,0.0667880995749848,Barren or Sparsely Vegetated,175.03896,735.4848668280872,4.697661,2
2020,El Melgue,16,7,0.0425015179113539,Barren or Sparsely Vegetated,363.01025,1106.3307102502015,4.707164,2
2021,El Melgue,16,8,0.0485731633272616,Barren or Sparsely Vegetated,208.95285,511.8139628732849,4.707164,2
2022,El Melgue,16,4,0.0242865816636308,Barren or Sparsely Vegetated,322.99045,1546.7856133979014,4.707164,2
2023,El Melgue,16,4,0.0242865816636308,Barren or Sparsely Vegetated,241.02608,744.7990314769976,4.707164,2
2010,Gueller,16,3327,63.46814193056085,Barren or Sparsely Vegetated,402.41638,1053.78381147541,4.968314,2
2011,Gueller,16,3563,24.23809523809524,Barren or Sparsely Vegetated,181.57082,635.5266393442623,4.9918056,2
2012,Gueller,16,3576,24.3265306122449,Barren or Sparsely Vegetated,344.69272,1164.8524590163934,5.015297,2
2013,Gueller,16,3568,24.272108843537417,Barren or Sparsely Vegetated,241.65698,833.2161885245902,5.038789,2
2014,Gueller,16,3751,25.517006802721088,Barren or Sparsely Vegetated,202.15607,705.4293032786885,5.06228,2
2015,Gueller,16,3656,24.87074829931973,Barren or Sparsely Vegetated,197.46304,772.0235655737705,5.0857716,2
2016,Gueller,16,3561,24.22448979591837,Barren or Sparsely Vegetated,255.2096,1040.263319672131,5.108283,2
2017,Gueller,16,3672,24.97959183673469,Barren or Sparsely Vegetated,195.33957,479.1670081967213,5.130795,2
2018,Gueller,16,3678,25.020408163265305,Barren or Sparsely Vegetated,226.30196,746.4252049180328,5.1533065,2
2019,Gueller,16,3771,25.6530612244898,Barren or Sparsely Vegetated,149.19348,624.6741803278688,5.1758184,2
2020,Gueller,16,3739,25.43537414965986,Barren or Sparsely Vegetated,298.91766,1130.3872950819673,5.19833,2
2021,Gueller,16,3817,25.96598639455782,Barren or Sparsely Vegetated,224.78416,516.3504098360655,5.19833,2
2022,Gueller,16,3780,25.71428571428571,Barren or Sparsely Vegetated,217.36383,1138.325819672131,5.19833,2
2023,Gueller,16,3753,25.53061224489796,Barren or Sparsely Vegetated,214.06093,704.9047131147541,5.19833,2
2010,Guerou,16,33,6.0,Barren or Sparsely Vegetated,382.9724,957.6723300970874,139.18394,3
2011,Guerou,16,39,3.3766233766233764,Barren or Sparsely Vegetated,183.32309,669.5194174757281,143.41739,3
2012,Guerou,16,38,3.29004329004329,Barren or Sparsely Vegetated,320.2253,1038.2111650485438,147.65082,3
2013,Guerou,16,34,2.943722943722944,Barren or Sparsely Vegetated,250.22673,1165.266990291262,151.88426,3
2014,Guerou,16,35,3.0303030303030303,Barren or Sparsely Vegetated,205.86137,780.1577669902913,156.11769,3
2015,Guerou,16,31,2.683982683982684,Barren or Sparsely Vegetated,210.26802,987.0533980582524,160.35114,3
2016,Guerou,16,23,1.9913419913419916,Barren or Sparsely Vegetated,275.27167,1131.9660194174758,166.82727,3
2017,Guerou,16,20,1.7316017316017316,Barren or Sparsely Vegetated,220.905,570.0679611650486,173.30339,3
2018,Guerou,16,26,2.2510822510822512,Barren or Sparsely Vegetated,222.91069,713.3640776699029,179.77953,3
2019,Guerou,16,35,3.0303030303030303,Barren or Sparsely Vegetated,163.8917,774.4733009708738,186.25565,3
2020,Guerou,16,35,3.0303030303030303,Barren or Sparsely Vegetated,291.05933,1285.009708737864,192.73178,3
2021,Guerou,16,32,2.7705627705627704,Barren or Sparsely Vegetated,198.6921,638.0169902912621,192.73178,3
2022,Guerou,16,25,2.1645021645021645,Barren or Sparsely Vegetated,238.35925,1406.0922330097087,192.73178,3
2023,Guerou,16,20,1.7316017316017316,Barren or Sparsely Vegetated,211.94612,879.6092233009708,192.73178,3
2010,Hseiy Tin,16,1809,93.73056994818651,Barren or Sparsely Vegetated,202.70169,626.0,4.2658687,2
2011,Hseiy Tin,16,1884,39.64646464646464,Barren or Sparsely Vegetated,85.95389,697.6666666666666,4.25386,2
2012,Hseiy Tin,16,1842,38.76262626262626,Barren or Sparsely Vegetated,148.15306,595.0,4.2418513,2
2013,Hseiy Tin,16,1500,31.565656565656564,Barren or Sparsely Vegetated,125.91053,670.6666666666666,4.229843,2
2014,Hseiy Tin,16,1421,29.90319865319865,Barren or Sparsely Vegetated,87.836754,682.0,4.2178345,2
2015,Hseiy Tin,16,1080,22.727272727272727,Barren or Sparsely Vegetated,116.347565,1296.3333333333333,4.205826,2
2016,Hseiy Tin,16,943,19.844276094276093,Barren or Sparsely Vegetated,139.88196,659.3333333333334,4.188188,2
2017,Hseiy Tin,16,1063,22.36952861952862,Barren or Sparsely Vegetated,85.69054,336.3333333333333,4.17055,2
2018,Hseiy Tin,16,1569,33.01767676767677,Barren or Sparsely Vegetated,119.34067,1166.6666666666667,4.152912,2
2019,Hseiy Tin,16,1897,39.92003367003368,Barren or Sparsely Vegetated,77.39703,482.3333333333333,4.135274,2
2020,Hseiy Tin,16,1864,39.225589225589225,Barren or Sparsely Vegetated,122.00951,1145.6666666666667,4.117636,2
2021,Hseiy Tin,16,1873,39.41498316498316,Barren or Sparsely Vegetated,94.16978,1133.0,4.117636,2
2022,Hseiy Tin,16,1596,33.58585858585859,Barren or Sparsely Vegetated,127.454254,715.0,4.117636,2
2023,Hseiy Tin,16,1489,31.334175084175087,Barren or Sparsely Vegetated,112.74926,663.6666666666666,4.117636,2
2010,Kamour,16,645,13.53620146904512,Barren or Sparsely Vegetated,354.0262,1075.5503565062388,8.121328,2
2011,Kamour,16,912,7.684529828109202,Barren or Sparsely Vegetated,158.6968,641.9745989304813,8.359712,2
2012,Kamour,16,963,8.114256825075834,Barren or Sparsely Vegetated,302.88168,1126.3591800356503,8.598096,2
2013,Kamour,16,886,7.465453319851702,Barren or Sparsely Vegetated,221.15164,1053.6755793226382,8.836479,2
